BILBAO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
General2015;;Acer;Aesculus;Alnus;Artemisia;Betula;Buxus;Carex;Castanea;Casuarina;Cedrus;Cistaceae;Compositae (otras);Corylus;Cupress/Taxaceae;Cyperus;Chenopo/Amarant;Equium;Ericaceae;Eucalyptus;Fraxinus;Gleditsia;Juglans;Juncaceae;Labiateae;Ligustrum;Mercurialis;Mimosa;Morus;No identificados;Olea;Palmaceae;Pinus;Plantago;Platanus;Poaceae;Populus;Quercus;Rosacea;Rumex;Salix;Sophora;Taraxacum;Tilia;Typha;Ulmus;Umbelliferae;Urticaceae; TOTAL;Alternaria;;
19 May.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;0;0;0;;1;;;0;0;0;;1;1;;1;1;0;1;0;6;0;2;1;;0;0;;0;0;5;22;0;;
20 May.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;2;1;;2;0;0;1;0;2;0;1;0;;0;0;;0;0;5;17;0;;
21 May.;;0;0;0;0;0;;0;0;;0;;0;0;3;;2;;0;0;0;;0;;;0;0;0;;1;1;;2;0;0;7;0;1;0;1;0;;0;0;;0;0;7;25;0;;
22 May.;;0;0;0;0;0;;0;0;;0;;1;0;4;;0;;0;0;0;;0;;;0;0;0;;2;1;;0;0;0;10;0;1;0;0;1;;0;0;;0;0;5;25;0;;
23 May.;;0;0;0;0;1;;0;0;;0;;0;0;5;;0;;0;0;0;;0;;;0;0;0;;3;1;;1;1;0;12;0;2;0;0;0;;0;0;;0;0;8;34;0;;
24 May.;;0;0;0;0;0;;0;0;;0;;0;0;10;;0;;0;0;0;;0;;;0;0;0;;2;1;;1;1;0;13;0;1;0;1;0;;0;0;;0;0;10;40;0;;
25 May.;;0;0;0;0;0;;0;0;;0;;0;0;6;;0;;0;0;0;;0;;;0;0;0;;1;2;;2;1;0;5;0;2;0;0;0;;0;0;;0;0;10;29;0;;
26 May.;;0;0;0;0;0;;0;0;;0;;0;0;5;;0;;3;0;0;;0;;;0;0;0;;2;1;;1;1;0;14;0;5;0;1;0;;0;0;;0;0;8;41;0;;
27 May.;;0;0;0;0;0;;0;0;;0;;0;0;8;;0;;0;0;0;;0;;;0;0;0;;6;1;;0;1;0;22;0;5;0;1;0;;0;0;;0;0;13;57;2;;
28 May.;;0;0;0;0;0;;1;0;;0;;0;0;7;;1;;3;0;0;;0;;;4;0;0;;2;1;;20;3;0;80;0;41;0;1;0;;0;0;;0;0;31;195;0;;
29 May.;;0;0;0;0;0;;0;0;;0;;0;0;4;;1;;2;0;0;;0;;;1;0;0;;1;0;;16;3;0;10;0;10;0;1;0;;0;0;;0;0;21;70;0;;
30 May.;;0;0;0;0;0;;0;1;;0;;0;0;4;;0;;1;0;0;;1;;;4;0;0;;2;1;;1;4;0;22;0;10;0;1;0;;0;0;;0;0;16;68;0;;
31 May.;;0;0;0;0;0;;0;0;;0;;0;0;5;;1;;2;0;0;;0;;;0;0;0;;0;1;;2;7;1;26;0;8;0;3;0;;0;1;;0;0;25;82;0;;
1 Jun.;;0;0;0;0;0;;1;1;;0;;0;0;2;;0;;2;0;0;;0;;;0;0;0;;3;2;;41;5;0;19;0;43;0;2;0;;0;0;;0;0;24;145;1;;
2 Jun.;;0;0;0;0;0;;1;1;;0;;3;0;4;;0;;2;0;0;;0;;;0;0;0;;2;8;;33;4;0;26;0;31;0;3;0;;0;0;;0;0;57;175;0;;
3 Jun.;;0;0;0;0;0;;0;0;;0;;1;0;4;;1;;4;0;0;;0;;;0;0;0;;4;24;;62;4;0;37;0;63;0;2;0;;1;0;;0;0;35;242;1;;
4 Jun.;;0;0;0;0;0;;0;4;;0;;0;0;20;;1;;3;0;0;;0;;;1;1;0;;10;29;;58;8;0;59;0;91;0;4;0;;1;0;;0;0;43;333;2;;
5 Jun.;;0;0;0;0;1;;0;0;;0;;0;0;3;;0;;2;0;0;;0;;;1;0;0;;3;8;;43;5;0;24;0;14;0;2;0;;0;0;;0;0;17;123;0;;
6 Jun.;;0;0;0;0;7;;0;0;;0;;0;0;6;;0;;1;0;0;;0;;;4;0;0;;6;3;;47;1;0;14;0;14;0;0;0;;0;0;;0;0;26;129;8;;
7 Jun.;;0;0;0;0;0;;0;4;;0;;0;0;14;;1;;1;0;0;;0;;;1;0;0;;3;7;;25;8;0;40;0;14;0;2;0;;0;0;;0;0;94;214;1;;
8 Jun.;;0;0;0;0;1;;0;0;;0;;0;0;20;;0;;2;0;0;;0;;;0;0;0;;1;2;;8;4;0;44;0;10;0;1;0;;0;0;;0;1;86;180;5;;
9 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;1;;1;;0;0;0;;0;;;0;1;0;;5;1;;5;1;0;75;0;5;0;0;0;;1;1;;0;0;41;139;2;;
10 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;2;0;0;2;0;1;0;0;0;;0;0;;0;0;2;9;0;;
11 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;3;1;;10;4;0;10;0;3;0;2;0;;0;0;;0;0;20;55;0;;
12 Jun.;;0;0;0;0;0;;0;2;;0;;1;0;1;;0;;4;0;0;;0;;;0;0;0;;1;1;;2;2;0;11;0;2;0;0;0;;0;0;;0;0;17;44;2;;
13 Jun.;;0;0;0;0;0;;0;4;;0;;0;0;3;;0;;0;1;0;;0;;;0;0;0;;1;1;;4;1;0;4;0;0;0;1;0;;0;2;;0;0;18;40;1;;
14 Jun.;;0;1;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;1;0;11;0;0;0;1;0;;0;1;;0;0;7;24;2;;
15 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;0;0;;1;1;0;3;0;1;0;0;0;;0;4;;0;0;8;20;1;;
16 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;2;1;0;;0;1;;1;1;0;5;0;1;0;1;0;;0;4;;0;0;24;41;0;;
17 Jun.;;0;0;0;0;0;;0;4;;0;;0;0;3;;0;;0;0;0;;0;;;1;0;0;;2;0;;1;3;0;54;0;1;0;1;0;;0;8;;0;0;154;232;8;;
18 Jun.;;0;0;0;0;0;;0;7;;0;;0;0;3;;0;;0;0;0;;0;;;0;0;0;;1;0;;2;2;0;12;0;0;0;0;0;;0;2;;0;0;49;78;7;;
19 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;0;2;0;0;0;0;0;;0;1;;0;0;17;23;0;;
20 Jun.;;0;0;0;0;0;;0;15;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;1;1;0;14;0;0;0;1;0;;0;2;;0;0;43;80;17;;
21 Jun.;;0;0;0;0;0;;0;32;;0;;1;0;2;;1;;0;0;0;;0;;;1;1;0;;4;0;;1;2;0;26;0;0;0;0;0;;0;2;;0;0;69;142;10;;
22 May.;;0;0;0;0;0;;0;0;;0;;1;0;4;;0;;0;0;0;;0;;;0;0;0;;2;1;;0;0;0;10;0;1;0;0;1;;0;0;;0;0;5;25;0;;
23 May.;;0;0;0;0;1;;0;0;;0;;0;0;5;;0;;0;0;0;;0;;;0;0;0;;3;1;;1;1;0;12;0;2;0;0;0;;0;0;;0;0;8;34;0;;
24 May.;;0;0;0;0;0;;0;0;;0;;0;0;10;;0;;0;0;0;;0;;;0;0;0;;2;1;;1;1;0;13;0;1;0;1;0;;0;0;;0;0;10;40;0;;
25 May.;;0;0;0;0;0;;0;0;;0;;0;0;6;;0;;0;0;0;;0;;;0;0;0;;1;2;;2;1;0;5;0;2;0;0;0;;0;0;;0;0;10;29;0;;
26 May.;;0;0;0;0;0;;0;0;;0;;0;0;5;;0;;3;0;0;;0;;;0;0;0;;2;1;;1;1;0;14;0;5;0;1;0;;0;0;;0;0;8;41;0;;
27 May.;;0;0;0;0;0;;0;0;;0;;0;0;8;;0;;0;0;0;;0;;;0;0;0;;6;1;;0;1;0;22;0;5;0;1;0;;0;0;;0;0;13;57;2;;
28 May.;;0;0;0;0;0;;1;0;;0;;0;0;7;;1;;3;0;0;;0;;;4;0;0;;2;1;;20;3;0;80;0;41;0;1;0;;0;0;;0;0;31;195;0;;
29 Jun.;;0;0;0;0;0;;1;28;;0;;0;0;1;;2;;0;1;0;;0;;;1;2;0;;2;0;;2;5;0;59;0;0;0;1;0;;0;1;;0;0;49;155;5;;
30 Jun.;;0;0;0;0;0;;0;26;;0;;0;0;2;;2;;1;0;0;;0;;;0;1;0;;5;0;;2;6;0;40;0;2;0;0;0;;0;1;;0;0;31;119;3;;
1 Jul.;;0;0;0;0;0;;0;16;;0;;1;0;1;;5;;1;1;0;;0;;;1;1;0;;3;0;;2;6;0;20;0;2;0;1;0;;1;3;;0;0;26;91;4;;
2 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;1;;0;0;0;;0;;;0;1;0;;7;0;;1;5;0;5;0;1;0;0;0;;1;1;;0;0;19;44;3;;
3 Jul.;;0;0;1;0;1;;0;32;;0;;0;0;1;;5;;0;0;0;;0;;;0;1;0;;3;0;;1;12;0;40;0;1;0;0;0;;0;4;;0;0;26;128;22;;
4 Jul.;;0;0;0;0;0;;1;47;;0;;0;0;1;;0;;1;1;0;;0;;;0;0;0;;2;0;;2;8;0;61;0;0;0;0;0;;0;1;;0;0;11;136;5;;
5 Jul.;;0;0;0;0;0;;1;9;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;8;0;1;0;0;0;;0;0;;0;0;11;33;2;;
6 Jul.;;0;0;0;0;0;;0;17;;0;;0;0;1;;2;;0;0;0;;0;;;1;1;0;;2;0;;1;2;0;34;0;0;0;0;0;;1;2;;0;0;23;87;5;;
7 Jul.;;0;0;0;0;0;;0;16;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;1;2;0;22;0;0;0;1;0;;1;2;;0;0;11;59;1;;
8 Jul.;;0;0;0;0;0;;0;4;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;1;0;0;0;0;0;;0;1;;0;0;3;11;1;;
9 Jul.;;0;0;0;0;0;;0;14;;0;;0;0;1;;1;;0;0;0;;0;;;1;1;0;;4;0;;1;2;0;17;0;1;0;0;0;;1;2;;0;0;3;49;2;;
10 Jul.;;0;0;0;0;0;;0;31;;0;;0;0;1;;1;;0;0;0;;0;;;0;2;0;;13;0;;1;4;0;34;0;1;0;0;0;;1;3;;0;0;7;99;2;;
11 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;1;0;;0;0;0;5;0;0;0;0;0;;0;4;;0;0;4;16;1;;
12 Jul.;;0;0;0;0;0;;0;4;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;2;0;;1;2;0;9;0;0;0;0;0;;0;2;;0;0;4;26;4;;
13 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;1;;0;;0;0;0;;0;;;0;1;0;;5;0;;1;0;0;4;0;1;0;0;0;;0;1;;0;1;5;22;0;;
14 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;0;0;0;0;0;0;;0;1;;0;0;1;7;2;;
15 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;1;;2;;0;0;0;;0;;;0;2;0;;2;0;;1;4;0;6;0;0;0;0;0;;0;1;;0;0;12;33;1;;
16 Jul.;;0;0;0;0;0;;0;9;;0;;0;0;0;;1;;0;0;0;;0;;;5;0;0;;3;0;;1;1;0;10;0;0;0;0;0;;0;1;;0;0;10;41;0;;
17 Jul.;;0;0;0;0;0;;0;8;;0;;0;0;0;;4;;0;0;0;;0;;;0;0;0;;2;0;;1;4;0;2;0;0;0;1;0;;1;0;;0;0;14;37;3;;
18 Jul.;;0;0;0;0;0;;1;6;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;2;1;;1;1;0;2;0;2;0;0;0;;1;2;;0;0;14;34;2;;
19 Jul.;;0;0;0;0;0;;0;12;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;0;2;0;2;0;1;0;1;0;;0;2;;0;0;9;31;1;;
20 Jul.;;0;0;0;0;0;;0;10;;0;;0;0;2;;2;;0;0;0;;0;;;0;0;0;;2;0;;1;2;0;7;0;1;0;0;0;;0;2;;0;0;13;42;7;;
21 Jul.;;0;0;0;0;0;;0;4;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;4;10;2;;
22 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;1;;0;0;0;1;0;0;0;0;0;;0;0;;0;1;8;12;0;;
23 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;1;;1;;0;0;0;;0;;;1;1;0;;0;0;;1;1;0;7;0;0;0;0;0;;0;0;;0;0;12;26;10;;
24 Jul.;;0;0;0;0;0;;1;4;;0;;0;0;2;;0;;0;0;0;;0;;;7;0;0;;1;0;;1;2;0;3;0;0;0;0;0;;0;1;;0;0;11;33;3;;
25 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;0;0;;1;1;0;4;0;0;0;0;0;;0;0;;0;0;6;13;1;;
26 Jul.;;0;0;0;1;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;1;1;0;;1;0;;0;2;0;4;0;0;0;0;0;;0;1;;0;1;16;30;6;;
27 Jul.;;0;0;0;0;0;;1;0;;0;;0;0;1;;0;;0;0;0;;0;;;1;0;0;;2;0;;0;0;0;2;0;0;0;0;0;;0;2;;0;0;7;16;0;;
28 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;1;0;0;;1;0;;1;1;0;4;0;0;0;0;0;;0;1;;0;0;16;27;3;;
29 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;1;3;5;0;;
30 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;0;0;;1;0;0;1;0;0;0;0;0;;0;1;;0;1;16;23;3;;
31 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;4;5;0;;
1  Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;3;0;5;0;0;0;0;0;;0;0;;0;0;22;33;22;;
2  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;1;1;0;;0;;;0;0;0;;2;0;;0;3;0;2;0;0;0;0;0;;0;2;;0;2;17;32;10;;
3  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;2;;1;0;0;;0;;;0;1;0;;1;0;;0;6;0;2;0;0;0;0;0;;0;0;;0;0;13;26;1;;
4  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;0;0;1;0;0;0;;0;0;;0;0;11;14;2;;
5  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;0;0;0;;0;;;0;0;0;;1;0;;1;1;0;2;0;0;0;0;0;;0;0;;0;0;22;29;7;;
6  Ago.;;0;0;0;0;0;;0;1;;0;;0;0;1;;2;;1;1;0;;0;;;0;0;0;;1;0;;0;4;0;3;0;0;0;0;0;;0;0;;0;1;17;32;5;;
7  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;7;11;5;;
8  Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;1;;1;0;0;;0;;;1;0;0;;0;0;;0;0;0;2;0;0;0;0;0;;1;0;;0;0;12;19;1;;
9  Ago.;;0;0;0;0;0;;0;1;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;0;2;0;0;0;0;1;;0;1;;0;1;11;20;4;;
10 Ago.;;0;0;0;0;0;;0;0;;0;;1;0;0;;1;;0;0;0;;0;;;0;1;0;;1;0;;0;4;0;1;0;0;0;0;0;;0;1;;0;0;40;50;4;;
11 Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;2;0;;1;4;0;3;0;0;0;0;0;;0;1;;0;1;70;86;8;;
12 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;5;;1;0;0;;0;;;0;0;0;;0;0;;0;3;0;3;0;0;0;1;0;;0;0;;0;0;59;72;11;;
13 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;1;2;0;1;0;0;0;0;0;;0;1;;0;1;23;32;1;;
14 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;1;0;0;1;0;0;0;1;0;;0;0;;0;0;14;20;1;;
15 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;3;7;0;;
16 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;1;14;16;2;;
17 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;1;0;;0;;;0;0;0;;1;0;;1;2;0;2;0;0;0;0;0;;0;0;;0;0;29;36;4;;
18 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;20;21;6;;
19 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;26;30;3;;
20 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;1;0;;0;;;0;0;0;;1;0;;0;2;0;4;0;0;0;0;0;;0;0;;0;0;43;52;3;;
21 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;3;;1;0;0;;0;;;0;1;0;;2;0;;0;4;0;3;0;0;0;0;0;;0;0;;0;1;68;84;5;;
22 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;3;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;32;37;4;;
23 Ago.;;0;0;0;1;0;;0;0;;0;;2;0;1;;2;;1;0;0;;0;;;0;1;0;;6;0;;5;2;0;2;0;0;0;0;0;;0;1;;0;0;17;41;7;;
24 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;2;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;1;0;;0;1;13;19;1;;
25 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;4;;1;1;0;;0;;;0;0;0;;0;0;;0;2;0;3;0;0;0;1;0;;0;0;;0;0;32;45;1;;
26 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;5;;1;0;0;;0;;;0;0;0;;1;0;;0;2;0;10;0;0;0;0;0;;0;0;;0;1;29;51;5;;
27 Ago.;;0;0;0;0;0;;0;1;;0;;1;0;0;;4;;1;1;0;;0;;;0;0;0;;1;0;;0;2;0;5;0;0;0;0;0;;0;0;;0;0;19;35;6;;
28 Ago.;;0;0;0;1;0;;0;2;;0;;1;0;0;;3;;1;0;0;;0;;;0;0;0;;1;0;;1;8;0;13;0;0;0;0;0;;0;0;;0;1;41;73;2;;
29 Ago.;;0;0;0;2;0;;0;1;;0;;2;0;0;;7;;0;0;0;;0;;;0;0;0;;1;0;;1;3;0;10;0;0;0;1;0;;0;0;;0;2;38;68;2;;
30 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;16;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;7;0;0;0;0;0;;1;0;;0;1;27;56;7;;
31 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;1;;0;0;0;;0;;;1;0;0;;1;0;;0;3;0;3;0;0;0;0;0;;0;0;;0;0;13;24;1;;
1   Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;12;14;1;;
2   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;5;0;0;0;0;0;;0;1;;0;0;14;22;1;;
3   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;4;0;0;0;0;0;;0;0;;0;0;16;22;1;;
4   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;1;;0;0;7;11;0;;
5   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;12;15;1;;
6   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;0;0;;0;1;0;15;0;0;0;0;0;;0;1;;0;0;12;31;2;;
7   Sep.;;0;0;0;0;0;;0;0;;0;;2;0;0;;1;;1;0;0;;0;;;0;0;0;;0;0;;0;1;0;15;0;0;0;0;0;;0;0;;0;0;8;28;5;;
8   Sep.;;0;0;0;0;0;;0;2;;0;;6;0;2;;0;;1;0;0;;0;;;0;0;0;;0;0;;0;3;0;10;0;0;0;1;0;;0;1;;0;1;26;53;6;;
9   Sep.;;0;0;0;0;0;;0;2;;0;;0;0;0;;2;;0;0;0;;0;;;0;2;0;;0;0;;0;1;0;8;0;0;0;0;0;;0;0;;0;1;22;38;2;;
10 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;2;;0;0;0;;0;;;0;1;0;;1;0;;0;0;0;5;0;0;0;0;0;;0;0;;0;0;11;20;1;;
11 Sep.;;0;0;0;0;0;;0;1;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;8;0;0;0;0;0;;0;0;;0;0;14;27;7;;
12 Sep.;;0;0;0;2;0;;0;1;;0;;0;0;1;;6;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;7;0;0;0;1;0;;0;0;;0;0;10;30;2;;
13 Sep.;;0;0;0;1;0;;0;1;;0;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;0;0;;0;2;0;2;0;0;0;0;0;;0;0;;0;0;14;22;3;;
14 Sep.;;0;0;0;1;0;;0;0;;0;;1;0;0;;0;;1;0;0;;0;;;0;1;0;;0;0;;0;0;0;5;0;0;0;0;0;;0;1;;0;0;7;17;0;;
15 Sep.;;0;0;0;0;0;;0;0;;1;;0;0;3;;1;;1;0;0;;0;;;0;0;0;;4;0;;3;1;0;3;0;0;0;0;0;;0;0;;0;0;6;23;4;;
16 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;3;;0;;0;0;0;;0;;;1;0;0;;2;0;;1;1;0;9;0;0;0;0;0;;0;0;;0;0;2;19;1;;
17 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;7;12;0;;
18 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;9;11;2;;
19 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;2;0;0;0;0;0;;0;0;;0;0;13;17;2;;
20 Sep.;;0;0;0;0;0;;0;0;;1;;0;0;2;;2;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;3;0;0;0;0;0;;0;0;;0;0;17;26;2;;
21 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;2;;1;0;0;;0;;;0;0;0;;0;0;;0;4;0;1;0;0;0;0;0;;0;0;;0;0;13;21;2;;
22 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;7;12;1;;
23 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
24 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;12;16;2;;
25 Sep.;;0;0;0;0;0;;0;0;;1;;0;0;0;;1;;0;0;0;;0;;;0;1;0;;0;0;;0;1;0;4;0;0;0;0;0;;0;2;;0;0;5;15;4;;
26 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;0;7;10;7;;
27 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;2;0;0;0;1;0;;0;0;;0;0;5;10;2;;
28 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;1;;1;;0;0;0;;0;;;0;0;0;;0;0;;1;2;0;2;0;0;0;0;0;;0;0;;0;0;7;15;6;;
29 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;0;5;7;10;;
30 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;2;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;4;11;4;;
1   Oct.;;0;0;0;0;0;;0;0;;1;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;13;20;2;;
2   Oct.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;3;1;;
3   Oct.;;0;0;0;0;0;;0;1;;0;;0;0;2;;0;;0;0;0;;0;;;0;1;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;7;12;1;;
4   Oct.;;0;0;0;0;0;;0;0;;1;;0;0;11;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;5;22;2;;
5   Oct.;;0;0;0;0;0;;0;0;;3;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;5;12;1;;
6   Oct.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;2;4;0;;
7   Oct.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;5;0;0;0;;0;0;;0;0;3;10;0;;
