;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.016;;Acer;Aesculus;Alnus;Artemisia;Betula;Buxus;Carex;Castanea;Casuarina;Cedrus;Cistaceae;Compositae (otras);Corylus;Cupress/Taxaceae;Cyperus;Chenopo/Amarant;Equium;Ericaceae;Eucalyptus;Fraxinus;Gleditsia;Juglans;Juncaceae;Labiateae;Ligustrum;Mercurialis;Mimosa;Morus;No identificados;Olea;Palmaceae;Pinus;Plantago;Platanus;Poaceae;Populus;Quercus;Rosacea;Rumex;Salix;Sophora;Taraxacum;Tilia;Typha;Ulmus;Umbelliferae;Urticaceae; TOTAL;Alternaria;;
4  May.;;0;0;0;0;35;;0;0;;0;;0;0;11;;0;;0;0;2;;2;;;0;0;0;;13;2;;31;5;7;22;2;79;0;0;1;;1;0;;0;0;7;220;1;;
5  May.;;0;0;0;0;39;;1;0;;0;;0;0;4;;0;;0;1;1;;0;;;0;0;0;;10;2;;7;6;1;7;1;48;0;0;0;;0;0;;0;0;7;135;1;;
6  May.;;0;0;0;0;53;;1;0;;0;;1;0;35;;1;;0;0;17;;7;;;0;0;0;;25;1;;30;10;5;29;0;158;0;0;0;;1;0;;0;0;10;384;0;;
7  May.;;0;0;3;0;34;;0;0;;0;;0;0;9;;0;;0;0;3;;6;;;0;0;0;;7;1;;17;3;7;11;1;73;0;0;2;;0;0;;1;0;11;189;0;;
8  May.;;0;0;2;0;18;;1;0;;0;;0;0;11;;0;;0;0;1;;2;;;0;0;0;;11;1;;5;7;2;13;0;50;0;0;0;;0;1;;0;0;6;131;0;;
9  May.;;1;0;0;0;5;;1;0;;0;;0;0;4;;0;;0;0;0;;1;;;0;0;0;;7;4;;6;3;1;10;0;31;0;1;0;;0;0;;0;0;11;86;0;;
10 May.;;0;1;0;0;16;;0;0;;0;;0;0;13;;0;;0;0;0;;5;;;0;0;0;;13;1;;4;1;1;17;0;52;0;0;0;;0;0;;0;0;5;129;0;;
11 May.;;0;0;0;0;1;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;2;1;;0;0;1;2;0;5;0;0;0;;0;0;;0;0;2;15;0;;
12 May.;;1;0;0;0;1;;0;0;;0;;0;0;2;;0;;0;0;0;;0;;;0;0;0;;1;1;;1;1;1;1;0;3;0;0;0;;0;0;;0;0;1;14;0;;
13 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
14 May.;;0;0;0;0;1;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;3;0;;
15 May.;;0;0;0;0;2;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;1;0;1;0;0;0;2;1;;0;0;;0;0;0;10;1;;
16 May.;;0;0;0;0;1;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;5;0;;
17 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;1;;;0;0;0;;1;0;;1;1;1;14;0;2;0;0;0;;0;1;;0;0;5;27;0;;
18 May.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;1;0;4;0;1;0;;0;0;;0;0;0;9;0;;
19 May.;;0;0;0;0;1;;0;0;;0;;0;0;0;;0;;0;0;0;;1;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;4;7;0;;
20 May.;;0;0;0;0;2;;1;0;;0;;0;0;16;;0;;0;0;0;;7;;;0;0;0;;11;1;;13;4;2;89;0;29;0;3;0;;0;0;;0;0;23;201;1;;
21 May.;;0;0;0;0;2;;0;0;;0;;0;0;26;;1;;2;0;0;;10;;;0;0;0;;13;4;;8;10;0;37;0;44;0;2;0;;0;0;;0;0;8;167;0;;
22 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;1;;1;0;0;1;0;2;0;1;0;;0;0;;0;0;0;8;0;;
23 May.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;2;0;0;7;0;3;0;0;0;;0;0;;0;0;1;15;0;;
24 May.;;0;0;0;0;1;;0;1;;0;;0;0;5;;0;;1;0;0;;1;;;0;0;0;;8;2;;7;2;0;31;0;10;0;0;0;;0;0;;0;0;8;77;1;;
25 May.;;0;0;0;0;2;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;2;1;;7;2;0;8;0;8;0;1;0;;0;1;;0;0;6;40;0;;
26 May.;;0;0;0;0;1;;0;0;;0;;5;0;12;;1;;0;0;0;;0;;;1;0;0;;8;8;;7;7;0;14;0;33;0;3;0;;0;0;;0;0;2;102;2;;
27 May.;;0;0;0;0;2;;0;1;;0;;0;0;7;;1;;0;0;0;;0;;;17;0;0;;8;19;;28;5;0;31;0;46;0;8;0;;1;0;;0;0;25;199;2;;
28 May.;;0;0;0;0;3;;1;1;;0;;0;0;2;;0;;0;0;0;;1;;;3;0;0;;11;7;;33;10;0;62;0;42;0;8;0;;0;0;;0;0;25;209;2;;
29 May.;;0;0;0;0;1;;0;0;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;1;1;;5;2;0;11;0;14;0;1;0;;1;0;;0;0;2;41;0;;
30 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;4;0;0;0;0;0;;0;1;;0;0;2;10;0;;
31 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;1;0;2;0;1;0;0;0;;0;0;;0;0;1;7;1;;
1 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;2;0;6;0;0;0;;0;0;;0;0;1;12;0;;
2 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;7;0;2;0;0;0;;0;0;;0;0;6;15;0;;
3 Jun.;;0;0;0;0;1;;0;1;;0;;0;0;2;;0;;3;0;0;;0;;;0;1;0;;0;1;;2;5;0;37;0;11;0;2;0;;2;0;;0;0;29;97;3;;
4 Jun.;;0;0;0;0;4;;0;0;;0;;0;0;1;;0;;2;0;0;;0;;;0;0;0;;0;0;;6;4;0;4;0;6;0;0;0;;0;0;;0;0;19;46;3;;
5 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;0;1;;1;2;0;17;0;5;0;0;0;;0;0;;0;0;18;45;1;;
6 Jun.;;0;0;0;0;4;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;5;3;;8;3;1;29;0;31;0;5;0;;0;0;;0;1;16;107;2;;
7 Jun.;;0;0;0;0;1;;0;1;;0;;0;0;1;;1;;0;0;0;;1;;;0;0;0;;8;2;;4;2;0;17;0;13;0;1;0;;0;0;;0;0;40;92;2;;
8 Jun.;;0;0;0;0;1;;0;1;;0;;0;0;1;;0;;1;0;0;;1;;;0;0;0;;4;4;;1;4;0;32;0;10;0;5;0;;0;0;;0;0;38;103;12;;
9 Jun.;;0;0;0;0;1;;0;2;;0;;1;0;1;;1;;0;0;0;;0;;;0;0;0;;8;1;;1;4;0;40;0;7;0;0;0;;0;1;;0;0;50;118;5;;
10 Jun.;;0;0;0;0;1;;0;1;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;0;0;;2;1;0;5;0;8;0;1;0;;0;0;;0;0;2;22;0;;
11 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;2;0;1;0;0;0;;0;0;;0;0;4;9;0;;
12 Jun.;;0;0;0;0;1;;0;1;;0;;0;0;1;;0;;2;0;0;;0;;;0;0;0;;2;1;;1;2;0;22;0;7;0;0;0;;1;0;;0;0;32;73;0;;
13 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;1;;0;1;0;2;0;2;0;0;0;;0;0;;0;0;1;9;0;;
14 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;2;0;1;0;1;0;;0;0;;0;0;1;7;0;;
15 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;4;1;0;3;0;2;0;0;0;;0;0;;0;0;3;16;1;;
16 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;1;;2;0;0;9;0;2;0;0;0;;0;0;;0;0;2;18;0;;
17 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;0;4;0;1;0;0;0;;0;0;;0;0;4;12;0;;
18 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
19 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;0;0;0;0;0;0;;0;0;;0;0;1;3;0;;
20 Jun.;;0;0;0;0;0;;0;11;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;2;1;;1;7;0;16;0;1;0;0;0;;0;0;;0;0;23;63;3;;
21 Jun.;;0;0;0;0;0;;0;32;;0;;0;0;2;;1;;0;0;0;;0;;;0;0;0;;5;1;;2;6;0;52;0;3;0;0;0;;0;0;;0;0;35;139;5;;
22 Jun.;;0;0;0;0;0;;0;26;;0;;0;0;2;;0;;0;0;0;;0;;;0;0;0;;4;5;;3;2;0;24;0;5;0;0;0;;1;0;;0;0;10;82;2;;
23 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;1;;0;;1;0;0;;0;;;0;0;0;;2;4;;2;3;0;17;0;4;0;0;0;;1;0;;0;0;7;44;4;;
24 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;2;3;;3;1;0;7;0;0;0;1;0;;0;0;;0;0;1;19;0;;
25 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;1;0;0;0;0;0;;0;0;;0;0;3;5;0;;
26 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;2;0;1;0;0;0;1;0;;0;0;;0;0;0;8;1;;
27 Jun.;;0;0;0;0;0;;0;8;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;2;0;;0;2;0;21;0;0;0;0;0;;0;0;;0;0;4;38;0;;
28 Jun.;;0;0;0;0;0;;0;19;;0;;0;0;0;;0;;2;0;0;;0;;;0;0;0;;1;0;;2;1;0;22;0;0;0;0;0;;0;1;;0;0;2;50;1;;
29 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;1;;1;;1;0;0;;0;;;1;0;0;;1;0;;0;0;0;8;0;0;0;0;0;;0;0;;0;0;2;17;0;;
30 Jun.;;0;0;0;0;1;;0;16;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;4;0;;1;2;0;15;0;0;0;0;0;;0;1;;0;1;2;44;3;;
1 Jul.;;0;0;0;0;0;;1;1;;0;;0;0;0;;0;;1;0;0;;0;;;1;0;0;;0;0;;1;0;0;10;0;0;0;0;0;;0;0;;0;0;1;16;0;;
2 Jul.;;0;0;0;0;0;;0;4;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;0;4;0;1;0;0;0;0;0;;0;0;;0;0;0;11;0;;
3 Jul.;;0;0;0;0;0;;0;9;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;2;0;17;0;0;0;0;0;;1;0;;0;0;1;31;0;;
4 Jul.;;0;0;0;0;0;;0;38;;0;;0;0;1;;1;;0;0;0;;0;;;1;0;0;;2;0;;1;4;0;31;0;0;0;0;0;;0;0;;0;1;7;87;3;;
5 Jul.;;0;0;0;0;0;;0;23;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;0;0;;0;2;0;10;0;0;0;1;0;;0;0;;0;0;8;45;4;;
6 Jul.;;0;0;0;0;0;;0;60;;0;;0;0;0;;0;;1;0;0;;0;;;2;0;0;;1;0;;1;7;0;30;0;1;0;0;0;;0;1;;0;0;13;117;16;;
7 Jul.;;0;0;0;0;0;;0;11;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;3;0;;1;1;0;14;0;0;0;0;0;;0;0;;0;0;14;45;3;;
8 Jul.;;0;0;0;0;0;;0;7;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;6;0;;1;1;0;9;0;0;0;0;0;;0;0;;0;0;1;26;2;;
9 Jul.;;0;0;0;0;0;;1;44;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;1;4;0;22;0;2;0;0;0;;0;0;;0;1;5;82;4;;
10 Jul.;;0;0;0;0;1;;0;15;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;1;0;0;11;0;0;0;1;0;;0;0;;0;0;3;34;2;;
11 Jul.;;0;0;0;0;0;;1;2;;0;;1;0;0;;1;;1;1;0;;0;;;0;0;0;;1;0;;0;1;0;6;0;0;0;0;0;;0;0;;0;0;2;17;1;;
12 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;5;0;0;0;0;0;;0;0;;0;0;1;9;0;;
13 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;2;0;;0;1;0;4;0;0;0;0;0;;0;0;;0;0;0;9;0;;
14 Jul.;;0;0;0;0;0;;0;7;;0;;0;0;0;;0;;0;0;0;;0;;;1;1;0;;1;0;;1;2;0;5;0;0;0;0;0;;0;0;;0;0;1;19;0;;
15 Jul.;;0;0;0;0;0;;1;46;;0;;0;0;1;;0;;0;0;0;;0;;;0;2;0;;5;0;;1;6;0;20;0;1;0;0;0;;0;0;;0;0;18;101;8;;
16 Jul.;;0;0;0;0;0;;1;44;;0;;1;0;0;;1;;0;0;0;;0;;;1;1;0;;1;0;;0;5;0;41;0;0;0;0;0;;0;1;;0;0;28;125;12;;
17 Jul.;;0;0;0;0;0;;0;67;;0;;0;0;1;;2;;0;0;0;;0;;;0;1;0;;6;0;;4;2;0;35;0;0;0;0;0;;0;1;;0;0;40;159;17;;
18 Jul.;;0;0;0;0;1;;1;35;;0;;0;0;1;;3;;0;2;0;;0;;;1;0;0;;4;0;;5;5;0;22;0;0;0;0;0;;0;0;;0;0;31;111;5;;
19 Jul.;;0;0;0;0;1;;1;35;;0;;0;0;1;;1;;0;0;0;;0;;;1;1;0;;8;0;;4;5;0;28;0;1;0;1;0;;1;0;;0;1;29;119;4;;
20 Jul.;;0;0;0;0;0;;0;27;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;3;0;;1;2;0;10;0;0;0;0;0;;2;0;;0;0;4;49;2;;
21 Jul.;;0;0;0;0;0;;1;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;2;0;;2;0;0;1;0;0;0;1;0;;0;0;;0;0;2;10;2;;
22 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;1;1;0;0;0;0;0;;0;0;;0;0;1;4;0;;
23 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;0;1;0;;
24 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;0;0;0;0;0;0;;0;0;;0;0;2;4;1;;
25 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;3;0;;0;0;0;1;0;1;0;0;0;;0;0;;0;0;4;12;2;;
26 Jul.;;0;0;0;0;0;;0;14;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;10;28;3;;
27 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;4;1;;
28 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4;5;1;;
29 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;3;0;;0;0;0;6;0;0;0;0;0;;1;0;;0;0;16;27;5;;
30 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;0;0;0;0;;1;0;;0;0;9;13;2;;
31 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;2;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;5;0;;
1  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;2;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;7;11;0;;
2  Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;6;0;2;0;0;0;0;0;;0;0;;0;0;10;21;4;;
3  Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;1;0;0;;0;;;1;0;0;;2;0;;1;2;0;7;0;0;0;0;0;;0;0;;0;0;12;27;1;;
4  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;5;9;0;;
5  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;0;2;6;0;;
6  Ago.;;0;0;0;0;0;;0;2;;1;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;4;0;;0;1;0;1;0;1;0;0;0;;0;0;;0;0;5;16;0;;
7  Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;4;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;0;25;33;15;;
8  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;2;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;12;18;4;;
9  Ago.;;0;0;0;1;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;2;0;;3;0;;1;2;0;2;0;0;0;0;0;;0;0;;0;0;13;25;6;;
10 Ago.;;0;0;0;1;0;;0;4;;0;;0;0;0;;1;;0;0;0;;0;;;1;0;0;;5;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;19;33;19;;
11 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
12 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;1;0;;
13 Ago.;;0;0;0;0;0;;0;2;;0;;0;0;1;;2;;0;0;0;;0;;;0;0;0;;5;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;1;32;45;2;;
14 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;8;;1;0;0;;0;;;1;0;0;;6;0;;0;1;0;3;0;0;0;0;0;;0;0;;0;1;38;61;0;;
15 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;6;;1;0;0;;0;;;1;0;0;;4;0;;1;4;0;11;0;0;0;0;0;;0;0;;0;0;31;61;1;;
16 Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;2;;0;1;0;;0;;;1;0;0;;3;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;20;32;1;;
17 Ago.;;0;0;0;0;0;;0;4;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;15;22;0;;
18 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;3;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;6;11;1;;
19 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;2;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;2;9;0;;
20 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;3;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;1;7;0;;
21 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;4;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;2;9;1;;
22 Ago.;;0;0;0;0;0;;0;2;;0;;1;0;1;;9;;3;1;0;;0;;;0;0;0;;11;0;;0;5;0;1;0;0;0;1;0;;0;0;;0;0;33;68;10;;
23 Ago.;;0;0;0;0;0;;0;1;;0;;1;0;0;;4;;1;0;0;;0;;;0;1;0;;2;0;;1;1;0;3;0;0;0;0;0;;0;0;;0;0;13;28;1;;
24 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;4;;2;0;0;;0;;;0;0;0;;2;0;;0;3;0;4;0;0;0;0;0;;0;0;;0;1;13;30;8;;
25 Ago.;;0;0;0;0;0;;0;1;;0;;0;0;0;;4;;1;0;0;;0;;;0;0;0;;9;0;;0;1;0;3;0;0;0;0;0;;0;0;;0;0;19;38;2;;
26 Ago.;;0;0;0;0;0;;1;1;;0;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;4;0;;1;1;0;2;0;0;0;0;0;;0;0;;0;18;12;42;4;;
27 Ago.;;0;0;0;1;0;;0;0;;0;;2;0;0;;2;;1;0;0;;0;;;1;0;0;;8;0;;1;1;0;2;0;0;0;0;0;;0;0;;0;0;16;35;4;;
28 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;0;;
29 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;3;0;;
30 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;1;0;;0;0;;0;0;0;10;0;0;0;0;0;;0;0;;0;0;1;13;4;;
31 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;4;;0;0;0;;0;;;0;2;0;;4;0;;0;1;0;11;0;0;0;0;0;;0;0;;0;0;4;26;6;;
1   Sep.;;0;0;0;0;0;;0;0;;0;;6;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;3;0;16;0;0;0;0;0;;0;0;;0;0;5;30;8;;
2   Sep.;;0;0;0;0;0;;0;0;;0;;3;0;0;;2;;0;0;0;;0;;;0;0;0;;0;0;;1;0;0;5;0;0;0;0;0;;0;0;;0;0;3;14;6;;
3   Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;0;;1;0;0;;0;;;0;0;0;;0;0;;0;2;0;2;0;0;0;0;0;;0;0;;0;0;7;13;4;;
4   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;2;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;4;8;0;;
5   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;7;9;2;;
6   Sep.;;0;0;0;0;0;;0;1;;0;;0;0;1;;4;;0;0;0;;0;;;0;0;0;;4;0;;1;2;0;4;0;0;0;0;0;;0;0;;0;0;25;42;7;;
7   Sep.;;0;0;0;1;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;5;7;0;;
8   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
9   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;1;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;3;8;0;;
10 Sep.;;0;0;0;0;0;;0;1;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;4;8;4;;
11 Sep.;;0;0;0;0;0;;0;1;;0;;2;0;0;;0;;0;0;0;;0;;;0;1;0;;3;0;;0;1;0;3;0;0;0;0;0;;0;0;;0;0;7;18;4;;
12 Sep.;;0;0;0;0;0;;0;1;;0;;0;0;0;;2;;1;0;0;;0;;;0;0;0;;5;0;;0;1;0;5;0;0;0;0;0;;0;0;;0;0;7;22;4;;
13 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;0;0;0;;0;;;0;0;0;;2;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;1;1;8;2;;
14 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;0;2;0;;
15 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;4;0;;1;0;0;2;0;0;0;0;0;;0;0;;0;0;1;9;1;;
16 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;0;;
17 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;0;;
18 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;1;;
19 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;1;3;;
20 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;3;4;;
21 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;2;;1;;0;0;0;;0;;;0;0;0;;2;0;;0;0;0;4;0;0;0;0;0;;0;0;;0;0;3;12;8;;
22 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;1;0;;1;1;0;0;0;0;0;0;0;;0;0;;0;0;1;6;18;;
